script,cluster,what_web,what_tex
v72_q_det_from_cusp,frontier,det Q = N_fam from the cusp class (triality deck group),"$\det Q{=}\Nfam$ derived from the cusp class: $\det Q{=}|\!\operatorname{coker}Q|{=}$ cusp-class order $=$ denominator of the weights $\{0,\tfrac13,\tfrac23\}$ (same data as $\operatorname{Spec}Q_+$); $\operatorname{coker}Q{=}\Z/\Nfam{=}$ triality deck group $\Rightarrow$ integer-lift residual closed \mE"
v74_compiler_micro_lemmas,frontier,spine quotient ladder; pencil differences 2→16→48; anchor QF 41−25=16; solar dual anchor,"Spine quotient ladder ($\tfrac23,\tfrac34,\tfrac45,\tfrac54,\tfrac43$ $=$ adjacent quotients of $(2,3,4,5)$); pencil differences $(2,16,48){=}(|\Z_2|,\dim S^+,\Oadm)$ sheet$\to$1gen$\to$3gens; anchor QF $a^\top K a{-}\mathbf1^\top K\mathbf1{=}41{-}25{=}16{=}\dim S^+$ (EM budget $=$ mass vol $+$ one gen); solar dual anchor $L{=}R{+}6\mathbf1 e_1^\top$, $a^\top R^{-1}\mathbf1{=}0$ (Sherman--Morrison rank-one invariance) \mE"
v76_gmetric_reduction,frontier,Gate 2: decoupling Δ_eff=1.648>0; G6 holographically reduced to a seam-boundary measure,"\textbf{Gate 2:} Tier A (IR) closed under RP$+$gap (Decoupling Thm: $\Delta_{\mathrm{eff}}{=}6\log\tfrac32{-}\tfrac{31}{4\pi^2}{=}1.648{>}0$, $\|V\|{\le}248\cthree^2{=}\tfrac{31}{8\pi^2}$); Tier B (strict TOE) holographically reduced from bulk to a finite seam-\emph{boundary} measure (conditional: RP$+$tightness $\Rightarrow$ closes) \mE/\mC"
v77_e8_conformal_net,frontier,"G6 route: seam boundary = (E₈)₁ lattice net (rigorous); c(E₈)=8, c(D₅)=5, c(A₃)=3, embedding 5+3=8","\textbf{G6 route:} the seam boundary measure $=$ the $(E_8)_1$ \emph{lattice net} (rigorous, holomorphic $c{=}8$); level-1 $c(E_8){=}\tfrac{248}{31}{=}8$, $c(D_5){=}5$, $c(A_3){=}3$, embedding $5{+}3{=}8$ (coset $c{=}0$); imports $G6$ into RCFT/conformal-net rigor \mE/\mC"
v78_vgeo_floor,frontier,v_geo = dimensional-analysis floor: one scale + π; S_dS·ρ_Λ=32π⁴ pins it from one measurement,\textbf{$v_{\mathrm{geo}}$ floor:} no pure number is dimensionful $\Rightarrow$ $v_{\mathrm{geo}}$ irreducible by logic; all scales are ratios $\times$ one $\bar M_{\mathrm{Pl}}$; $S_{dS}\rho_\Lambda{=}32\pi^4$ pins it from one measurement; theory at the minimum (one scale $+$ $\pi$) \mE/\mO
v79_review_identities,frontier,"hypercharge Lucas–Binet (1,1,7,13,55,133); Inverse Anchor Theorem (a^T M⁻¹ a=1); MacWilliams (1,10,5); + firewall on m_p/m_e, η_B","Four validated review identities $+$ one firewall: hypercharge Lucas--Binet $D_n{=}(3^n{-}(-2)^n)/5{=}1,1,7,13,55,133$ (roots $=$ carrier charges); Inverse Anchor Thm ($\mathbf1^\top M^{-1}\mathbf1{=}1/$atom, $a^\top M^{-1}a{=}1$ for $R,K,L$); MacWilliams $(1,10,5)$; $6Y^2{-}Y{-}1{=}(2Y{-}1)(3Y{+}1)$. Rejects $m_p/m_e$, $\eta_B$ near-formulas (firewall) \mE"
v80_operator_pencil_geometry,frontier,"operator pencil: anchor singularity det B(K+xQ)=(3x+2)(3x+5); block-det type checker (9,10,16,40); F₄×G₂ shadow 52+14+26·7=248","Operator-pencil geometry: Anchor Singularity Thm $\det B_{K+xQ}{=}(\Nfam x{+}|\Z_2|)(\Nfam x{+}\gcar){=}(3x{+}2)(3x{+}5)$ ($\tfrac23$ Koide/gap $=$ anchor-plane singularity); buildup chain $(3,10,16,20)$; type checker $\det B_{Q,K,R,L}{=}(9,10,16,40)$; audit: differential spectrum, $F_4{\times}G_2$ shadow $248{=}52{+}14{+}26{\cdot}7$ \mE/\mC"
v81_singular_pencil_matrices,frontier,"double cover y²=det B(K+xQ): Koide −2/3 & carrier −5/3 are the two branch points (deck 2=|ℤ₂|, disc=81=N_fam⁴); clearing matrices 3K−2Q (D₅⊕A₃ glue, sum=240) & 3K−5Q (charge-neutral)","Double cover $y^2{=}\det B_{K+xQ}{=}(3x{+}2)(3x{+}5)$: Koide $x{=}{-}\tfrac23$ and carrier $x{=}{-}\tfrac53$ are the two branch points (deck $2{=}|\Z_2|$; disc${=}81{=}\Nfam^4$; separation${=}1$ transport period). Clearing matrices $C_{2/3}{=}3K{-}2Q$ ($D_5{\oplus}A_3$ glue, $B{=}(5,7)^\top(9,11)$, $\sum{=}240$), $C_{5/3}{=}3K{-}5Q$ (neutral, $\chi{=}(\lambda{+}2)(\lambda^2{+}\lambda{+}6)$); scalaron $7{=}$ mixed anchor disc$/\Nfam$ \mE"
v82_koide_attractor_splitting,frontier,"Koide attractor FORCED, not postulated: the branch-preserving map fixing q=2,5 is unique, and its multiplier (2/3)⁶ = the established transfer gap λ₂ (v54/56) ⇒ 3 Koide postulates → 1; + splitting trichotomy disc 81/49/40 (clean split is non-generic)","Koide attractor \emph{forced}: the branch-divisor-preserving M\""obius map fixing $q{=}2,5$ is unique, multiplier $(2/3)^6{=}\lambda_2$ of the established transfer operator $\Rightarrow$ $F'(2){<}1$ attractor, $F'(5){>}1$ repeller; three postulates $\to$ one \mC. Splitting trichotomy disc $81/49/40$: the clean split is non-generic (anchor-first) \mE/\mC"
v83_e8net_holomorphic_uniqueness,frontier,closes red-team Target A residual 1: #primaries=det(Cartan) ⇒ holomorphy (E8 det 1) is necessary AND sufficient — (D8)₁=SO(16)₁ shares c=8 but has 4 primaries; E8 the unique even-unimodular rank-8 lattice (mass=1/|W(E8)|). A drops 3→2 residuals; + Target B reduced to the half-spinor midpoint K=(g−1)/2,"Holomorphy pins $(E_8)_1$: \#primaries ${=}\det$ Cartan ($D_8{:}4$ vs $E_8{:}1$), and a holomorphic $c{=}8$ chiral CFT is the lattice theory of the \emph{unique} even unimodular rank-$8$ lattice (Minkowski--Siegel mass $1/|W(E_8)|$); carrier Pascal truncation $K{=}(g{-}1)/2$ $=$ half-spinor split \mE"
v84_frozen_registry,registry,"blind-prediction registry FROZEN 2026-06-09: every dimensionless prediction of record at 25 digits, re-derived from the two axioms each run (formula↔value lock); exactly ONE θ₁₂ prediction of record = 1/3−φ₀/2 = 0.306747, variants typed as derived (look-elsewhere machine-excluded); r/n_s only as N★ bands","Blind-prediction registry frozen 2026-06-09 (25 digits, machine-enforced lock formula$\leftrightarrow$value): exactly \emph{one} $\theta_{12}$ prediction of record; $r$, $n_s$ as $N_\star$ \emph{bands}; conditional entries carry their hypothesis by name \mE"
v85_master_cover,registry,Master-Cover Theorem: GL(2) covariance ⇒ exactly ONE anchor-block double cover up to Möbius reparametrisation (disc = N_fam⁴·det G²); the −8/3 = −rank E₈/N_fam rung = carrier − one transport period; μ₄ is NOT a 4:1 cover (honest negative); branch trace fixes only the scalaron scale,"Master-cover theorem: $\det B$ is $\mathrm{GL}(2)$-covariant on $\operatorname{span}\{K,Q\}$ $\Rightarrow$ exactly \emph{one} double cover up to M\""obius (disc $=\Nfam^4\det(G)^2$); the disc-$81$ family is its orbit ($-\tfrac83{=}{-}\mathrm{rank}E_8/\Nfam$ $=$ carrier $-$ one period); $\mu_4$ is \emph{not} a $4{:}1$ cover (ladder of double covers); branch trace fixes only the scalaron \emph{scale} \mE"
v86_nstar_reheating,registry,"N★ from the theory's own scalaron mass + standard reheating: Γ=128 GeV, T_reh=9.6×10⁹ GeV, N★(0.05/Mpc)=51.4 ⇒ n_s=0.9611, r=0.0045 [P] — recorded honestly: A_s coherence disfavours the slow Higgs channel (−11.4σ); the frozen band [50,60] stays the surface of record","$N_\star$ band $\to$ point \mC: $\Gamma{=}4M^3\!/48\pi\bar M^2{=}128$\,GeV, $T_{\mathrm{reh}}{=}9.6{\times}10^9$\,GeV, $N_\star(0.05/\mathrm{Mpc}){=}51.4$ $\Rightarrow$ $n_s{=}0.9611$, $r{=}0.0045$ (inside the frozen band); honest tensions: $n_s$ $+0.9\sigma$, $A_s$ dichotomy (slow point $-11.4\sigma$ $\Rightarrow$ near-instant reheating or exponent fails) \mC"
v87_bulk_uniqueness_reduction,registry,red-team Target A = ONE residual: holomorphy ⇒ unique 2D bulk (LR/KLM/BKLR); machine contrast: SO(16)₁ admits SIX modular invariants (incl. both E₈-extension pairings) ⇒ non-holomorphic c=8 bulk is multiply ambiguous,Red-team Target A residual (ii) conditionally closed: holomorphic $\Rightarrow$ Rep $=$ Vect $\Rightarrow$ 2D bulk \emph{unique} (LR/KLM/BKLR); machine contrast $SO(16)_1$ admits \emph{six} modular invariants (incl.\ both $E_8$ pairings) $\Rightarrow$ Target A $=$ one residual \mE/\mC/\mO
v88_cp_phase_audit,registry,Target D follow-up: frozen δ=π/3+3λ² survives at +0.98σ vs γ_PDG; audit (not promoted): data sit 0.07° from the alternative π/3+2λ² — decision at σ_γ ≤ 0.96° (LHCb/Belle II); J-inversion flagged magnitude-contaminated,"Target-D CP residual quantified: frozen $\delta{=}\pi/3{+}3\lambda^2$ survives at $+0.98\sigma$ vs $\gamma_{\mathrm{PDG}}$; the $0.07^\circ$-near alternative $\pi/3{+}2\lambda^2$ recorded as look-elsewhere trap, \emph{not} adopted; decision at $\sigma_\gamma{\le}0.96^\circ$ \mE"
v89_carrier_index_lemma,registry,Carrier Index Lemma: KLM μ_A=[B:A]²μ_B ⇒ Jones index [(E₈)₁:(D₅)₁×(A₃)₁] = 4 = |μ₄| — the glue-group order IS the inclusion index; all three glue sectors are h=1 currents (248=45+15+64+64+60); holomorphy FOLLOWS from μ-additivity 16/4²=1 ⇒ Gate A ⇔ an index computation,Carrier Index Lemma: KLM $\mu_A{=}[B{:}A]^2\mu_B$ $\Rightarrow$ Jones index $[(E_8)_1{:}(D_5)_1{\times}(A_3)_1]{=}4{=}|\mu_4|$ (glue order \emph{is} the index); $\mu$-additivity $16/4^2{=}1$ $\Rightarrow$ holomorphy \emph{follows}; Gate A (H)$\Leftrightarrow$(H$'$) index-$4$ extension \mE
v90_conical_defect_chain,registry,"Fursaev–Solodukhin factor DERIVED, not imported: smoothed-cone Gauss–Bonnet ∫K = 2π(1−α) exactly (smoothing-independent), codim-2 lift 4π(1−α)A, replica ⇒ S = 4πkA; with k=c₃/2: S = A/4 ⇔ c₃ = 1/(8π) (sympy-solved, unique). The Seam–Horizon residual is isolated to one step: seam determinant ⇒ EH form","Fursaev--Solodukhin factor $4\pi$ \emph{derived} (smoothed-cone Gauss--Bonnet, exactly smoothing-independent); replica $S{=}4\pi kA$, $k{=}\cthree/2$ $\Rightarrow$ $S{=}A/4\Leftrightarrow\cthree{=}\tfrac1{8\pi}$ (sympy-solved); residual isolated to ``seam determinant $\Rightarrow$ EH form'' \mE/\mO"
v91_spine_tetrahedron,registry,"Spine tetrahedron {2,3,4,5} = {e₃(a), p₀(a), e₁(a), e₂(a)}: edges {6,8,10,12,15,20}, faces {24,30,40,60}, volume 120 = |R⁺(E₈)| = 5!; 240 = |μ₄|·|E(K₄)|·|E(K₅)| with K₆ negative control; dual cuts typed as tautological presentation; sub-grammar honestly incomplete (7,16,41,48,240,248 outside)","Spine tetrahedron $\{2,3,4,5\}$ $=$ anchor $+$ zeroth moment; edges/faces/volume $=$ the integer grammar, volume $120{=}|R^+(E_8)|$; $240{=}|\mu_4||E(K_4)||E(K_5)|$ with $K_6$ negative control; dual cuts typed tautological; sub-grammar incompleteness honest \mE"
v92_glue_uniqueness,registry,"Glue uniqueness: exhaustive classification of the carrier discriminant form (Z₄×Z₄, q=(5x²+3y²)/8) — exactly two Lagrangian glues (the two chiralities, swapped by spinor conjugation = sheet Z₂) and exactly one halfway extension whose induced form IS the D₈ form: tower carrier(μ=16) → SO(16)₁(μ=4) → E₈₁(μ=1), nothing else; Gate A = the bare index statement. Now also Lean-formalised (GlueUniqueness.lean, AUDIT: PASS)","Glue uniqueness: of all $15$ subgroups of the discriminant form exactly two Lagrangian glues (the two \emph{chiralities}, swapped by either single spinor conjugation, fixed by the simultaneous one) and exactly one halfway extension $=SO(16)_1$; tower carrier${\to}SO(16)_1{\to}(E_8)_1$, nothing else \mE"
v93_koide_relaxation_toy,registry,"Koide relaxation toy (P2 narrowed): basin lemma — every physical Koide configuration lies in the attractor basin (Q∈[1/3,1] → q∈[1,3]: attractor in, repeller out); exact contraction rate (2/3)⁶ along the physical trajectory; source at ρ = −φ₀/24 (one seed quantum before the branch point); honest negatives: pole ≠ integer F-steps from source (t=2.84 ⇒ continuous generator missing), φ₀/24 stays [P]",Koide relaxation toy (P2 narrowed): basin lemma (every physical configuration in the attractor basin); exact rate $(2/3)^6$; source at $\rho{=}{-}\phiz/24$ to $0.8\%$ (\mC); honest negatives: flow time $t{=}2.84\notin\Z$ $\Rightarrow$ the missing object is a \emph{continuous} generator \mE/\mC
v94_sheet_diamond,registry,"Sheet diamond: R, K, L, F are four points of ONE surface M(s,t) = R+Q·diag(s,t,t) (mass pencil = the cut (1+x,x−1); diagonal cut reproduces v85's non-square disc 153 — built-in negative control); winding line det B = 2·det for ALL s with the s=6 triple lock; cofactor normal (5,−9,6) selects generation 1; quark-ratio integers canonicalised as left/right Plücker norms of K (11, 26); reality threshold corrected to s*≈2.83; spine-quotient firewall rejected (16/7, 7/6, 5/6, 8/7 counterexamples)","Sheet diamond: all four flavor operators on \emph{one} surface $M(s,t){=}R{+}Q\operatorname{diag}(s,t,t)$ (pencil $=$ the cut $(1{+}x,x{-}1)$; diagonal-cut disc $153$ negative control); winding line $\det B{=}2\det$ for all $s$; cofactor seam normal $(5,-9,6)$; Pl\""ucker canonicalisation: $11$ \emph{and} $26$ both live in $K$; spine-quotient firewall \emph{rejected} \mE"
v95_centered_diamond,registry,"Centered flavor diamond: one center + two axes — Q = U+V, R/L = C∓U (winding = pure family charge, Spec U = {3,0,0}), K/F = C∓V (sheet, Spec V = {0,1,2} = the cusp class); center: det C = 14, SNF (1,1,14), ΣC = 31 = 2^g−1 (the IR gap-bound numerator), Pl_R(C) = 7·(2,3,1) on the same ray as Pl_R(L) = 10·(2,3,1); the G₂ reading stays audit-typed, not promoted","Centered cross: $Q{=}U{+}V$, $R/L{=}C{\mp}U$, $K/F{=}C{\mp}V$ (five objects $\to$ three); $\operatorname{Spec}V{=}\{0,1,2\}{=}\Nfam\cdot$cusp; $\det C{=}14$, $\sum C{=}31{=}2^{\gcar}{-}1$; $\operatorname{Pl}_R(C){=}7(2,3,1)\parallel\operatorname{Pl}_R(L){=}10(2,3,1)$; $G_2$ reading audit-typed \mE"
v96_branch_kernel_selection,registry,"Branch-kernel selection (P1 unblocked): at each branch point the anchor block is RANK 1 with canonical integer kernels (Koide: w=(2,2,−7), v=(2,2,−3); carrier: w = the democratic vector 1, v=(1,1,−6)); collapse lemma — rank 1 forces P(x₀)·w ⊥ span{1,a} ⇒ ∝(−1,1,0): up = −down (the deck-odd pair), LEPTON pairing = 0 (leptons sit ON the ramification; Koide is leptonic); sector zero ladder: lepton zeros = the two branch points, up = −3/2 doubly (the v85 GL(2) rung), down = 0 (=K) and −9/5; anchor-placement controls (2,1,1)/(1,2,1)","Branch-kernel selection (P1 unblocked): rank-$1$ anchor blocks at the branch points have \emph{integer} kernels (carrier kernel $=\mathbf1$); collapse lemma $\Rightarrow$ $(-1,1,0)$: up $=-$down, \emph{lepton pairing} $=0$ (leptons on the ramification); sector zero ladder (up $-\tfrac32$ doubly, down $0$ \&\ $-\tfrac95$); anchor-placement controls \mE"
v97_sheet_conjugation_bridge,registry,"Sheet-conjugation bridge (P1 → one [P]): the cusp negation (0 fixed, 1/3↔2/3 on the Q₊ eigenspaces) has a UNIQUE anchor-compatible integer realisation T_A=[[0,1,0],[1,0,0],[2,−2,1]] (det −1; the two alternative pairings rejected); a = e₂+e₃ — the anchor IS the conjugation-symmetric vector; T_A = −1 on R³/span{1,a} exactly like σ₁₂ (one deck action); ⟨T_A,Σ⟩ = the v69 D₄; sheet-index lemma: generation-μ₄ vs homology-μ₄ intertwiner dets always EVEN, min |det| = 2 = |Z₂|; remaining [P]: Q₊ grading = A₃ discriminant grading","Sheet-conjugation bridge (P1 $\to$ one \mC): the anchor forces the cusp conjugation uniquely $\Rightarrow$ integer $T_A$, $\det{=}{-}1$; $a{=}e_2{+}e_3$ (conjugation-symmetric); one deck action on $\mathbb{R}^3/\operatorname{span}\{\mathbf1,a\}$; $\langle T_A,\Sigma\rangle{=}D_4$; sheet-index lemma (intertwiner dets even, min $2{=}|\Z_2|$); remaining \mC: $Q_+$ grading $=$ $A_3$ discriminant grading \mE/\mC"
v98_discriminant_dictionary,registry,"Discriminant dictionary DERIVED (P1 closed modulo GATE.QGEO): the generation space carries an INTEGER μ₄ — G = T_A·Σ acts on the cusp basis as G·e₁=−e₁, G·e₃=e₂, G·e₂=−e₃ (the v69 B₁⊕E decomposition realised integrally); the cusp-0 line IS the self-conjugate Z₄-class-2 line, the swapped cusp pair IS the conjugate class pair {1,3}; T_A G T_A⁻¹ = G⁻¹ (conjugation k→−k), q(1)=q(3)=3/8 equal, q(2)=1/2 fixed; reflection classes = glue-swap (det −1) vs glue-fix (det +1) parities ⇒ P1 carries NO separate [P] — the residual folds into the one existing Q-geometry gate","Dictionary \emph{derived} (P1 closed modulo \textsc{gate.qgeo}): $G{=}T_A\Sigma$ acts integrally on the cusp basis ($Ge_1{=}{-}e_1$, $Ge_3{=}e_2$, $Ge_2{=}{-}e_3$ $=$ $B_1{\oplus}E$); cusp-$0$ line $=$ self-conjugate $\Z_4$-class-$2$ line; $T_AGT_A^{-1}{=}G^{-1}$ ($k{\mapsto}{-}k$); $q_{A_3}(1){=}q_{A_3}(3){=}\tfrac38$, $q_{A_3}(2){=}\tfrac12$; reflection classes $=$ glue-swap vs glue-fix parities $\Rightarrow$ P1 carries no separate \mC; residual $=$ the one existing $Q$-geometry gate \mE"
v99_koide_flow_time,registry,"Koide flow time (P2 sharpened; corrects the ROBUSTNESS of v93's negative (i)): canonical generator dq/dt = (Δ/N_fam)(q−2)(q−5) = (Δ/N_fam)·det B(q), time-1 map = the v82 Möbius F (e^−Δ = (2/3)⁶ exact) [I]; the non-integrality of t = 2.84 is DATA-FRAGILE — Q crosses 2/3 at +0.43σ(m_τ), t passes every integer ≥ 3 within +0.5σ [N]; conditional steps (registry untouched): n=2 excluded (−2.9σ), n=3 = N_fam steps ⇒ m_τ = 1776.9427 MeV (+0.14σ), decision at σ(m_τ) ~ 0.01 MeV (Belle II) [P]; ln(46080) scale reading destroyed by negative controls (look-elsewhere firewall)","Koide flow time: canonical generator $\dot q{=}(\Delta/\Nfam)(q{-}2)(q{-}5){=}(\Delta/\Nfam)\det B(q)$, time-$1$ map $=F$ \mE; non-integrality of $t{=}2.84$ is \emph{data-fragile} ($Q$ crosses $\tfrac23$ at $+0.43\sigma(m_\tau)$, $t$ passes every integer $\ge3$ within $+0.5\sigma$) \mE; conditional steps: $n{=}2$ excluded ($-2.9\sigma$), $n{=}3{=}\Nfam$ $\Rightarrow$ $m_\tau{=}1776.9427$\,MeV ($+0.14\sigma$), decision at $\sigma(m_\tau){\sim}0.01$\,MeV \mC; $\ln(46080)$ scale reading destroyed by controls (firewall)"
v100_numerology_null_mc,registry,"Numerology null test (look-elsewhere corrected) [N]: exact census of the FULL declared formula grammar (provably containing every scored TFPT formula) over the 13 scored frozen-registry observables with conservative data windows ⇒ joint formula-fishing probability ∏pᵢ = 10⁻²⁵·⁸, robust to budget/window variation; 2×200k Monte-Carlo pseudo-theories reach at most 5/13 hits vs TFPT 13/13; power controls: φ₀ ±1%/10% collapses TFPT's own scorecard to 9/6, data shuffle to mean 1.2; all 94 500 F_U(1) variants root-solved — exactly ONE hits the 4×10⁻⁸ CODATA window ⇒ total ≤ 10⁻³⁰·⁷ (~102 bits), CONDITIONAL on the declared grammar (a null-model rejection, never 'certainty'); complementary to the v84 freeze","Numerology null test (look-elsewhere corrected): exact census of the full declared formula grammar over the $13$ scored frozen-registry observables (conservative data windows) gives joint formula-fishing probability $\prod p_i=10^{-25.8}$, robust to budget/window variation; $2{\times}2{\cdot}10^5$ Monte-Carlo pseudo-theories reach at most $5/13$ hits vs.\ TFPT $13/13$; power controls (seed perturbation, data shuffle) collapse the scorecard; all $94\,500$ $F_{U(1)}$ variants solved, exactly \emph{one} hits CODATA $\Rightarrow$ total $\le10^{-30.7}$, \emph{conditional on the declared grammar} \mE"
v101_horizon_anchor,registry,"The maximal black hole is the anchor (Schwarzschild–de Sitter in seam units): the Nariai horizon cubic t³−3t+2 = (t−1)²(t+2) has roots (1,1,−2) = the TRACELESS ANCHOR a−(p₁/3)·1; the Koide 2/3 = |ℤ₂|/N_fam is the exact Nariai/de-Sitter entropy bound (per horizon 1/3); interpolation (x²+1)/Φ₃(x) (the N_fam cyclotomic); three-sheet entropy total |ℤ₂|·S_dS conserved for every M; Koide-form root quotient ranges [3/8, 1/2] = the nonzero SU(4)₁ weights; the mass line is a split double cover (branch ±1/N_fam, deck = horizon swap); evaporation flows away from the anchor point (repeller/attractor orientation as in flavor, v82); seam-unit table: dM = c₃κdA, Smarr 2c₃, P_H = c₃/(1920M²), τ = 128·g_car·M³/c₃, Kerr A_ext = M²/c₃; six atom landings, zero free parameters [I] + bulk reading [P]","The maximal black hole is the anchor (SdS in seam units): Nariai cubic $t^3{-}3t{+}2{=}(t{-}1)^2(t{+}2)$, roots $(1,1,-2)$ $=$ traceless anchor; $S_{\mathrm{Nariai}}/S_{dS}{=}\tfrac23{=}|\Z_2|/\Nfam$ (per horizon $\tfrac13$); interpolation $(x^2{+}1)/\Phi_3(x)$; three-sheet total $|\Z_2|S_{dS}$ conserved; $Q_{\mathrm{geom}}\in[\tfrac38,\tfrac12]$ $=$ the $SU(4)_1$ weights; mass-line cover $(1{-}3m)(1{+}3m)$, deck $=$ horizon swap; $\tau_{BH}{=}128\,\gcar M^3/\cthree$; six atom landings, zero free parameters \mE/\mC\ (bulk reading)"
v102_seam_orientation,registry,"One orientation: the anchor is the STATIONARY REPELLER in both sectors — flavor: the canonical flow dq/dt = (Δ/N_fam)(q−2)(q−5) is the gradient flow of a cubic potential whose critical points are exactly the two branch points, with stationary curvatures V''(Koide) = +Δ (attractor) and V''(carrier) = −Δ (repeller) = ±the transfer gap; inflection at q = 7/2 = scalaron/2; Lyapunov rate d(−ln ρ)/dt = Δ exactly constant; gravity: d(S_tot/S_dS)/dx = (x−1)(x+1)/Φ₃(x)² — Nariai is the UNIQUE stationary point of the SdS entropy, curvature 2/9 = |ℤ₂|/N_fam² = (2/3)(1/3); evaporation = entropy ascent away from the anchor [I]; honest disanalogies recorded; 'one variational principle of the seam' stays a reading [P]","One orientation: the anchor is the \emph{stationary repeller} in both sectors --- flavor relaxation $=$ gradient flow of a cubic potential with critical points $=$ the branch points, curvatures $V''(2){=}{+}\Delta$, $V''(5){=}{-}\Delta$ ($=$ the gap), inflection at scalaron$/2$, Lyapunov rate $\Delta$ constant; SdS entropy has Nariai as its \emph{unique} stationary point, curvature $\tfrac29{=}|\Z_2|/\Nfam^2$; evaporation $=$ entropy ascent away from the anchor \mE; ``one variational principle of the seam'' stays a reading \mC"
v103_trisection_normal_form,registry,"Trisection normal form (the canonical coordinate exists): the SdS horizon cubic is uniformized by ANGLE TRISECTION — r = 2cos θ gives r³−3r = 2cos 3θ exactly, so cubic ⇔ cos 3θ = −3m (ℤ₃ trisection deck = the triality of coker Q = ℤ/N_fam); centered angle ψ: m = cos(ψ)/N_fam and S_tot/S_dS = 4/3 − (2/3)cos(2ψ/3) — ONE cosine whose mean (|μ₄|/N_fam), amplitude and frequency (|ℤ₂|/N_fam) are glue atoms; canonical curvature at the anchor = (2/3)³ = (|ℤ₂|/N_fam)^N_fam — the Koide constant to the family power; invariant base slope dσ/dm = −8/9 = −rank E₈/N_fam² (cross-checked in both coordinates); dimensionful dS/dM = −r_N/(N_fam·c₃); bridge: flavor rate (2/3)^{2N_fam} vs gravity curvature (2/3)^{N_fam} — same base, exponent ratio |ℤ₂|; the missing piece is ONE clock (near-Nariai evaporation generator) [I] + [P]","Trisection normal form (the canonical coordinate): SdS cubic $\Leftrightarrow$ $\cos3\theta{=}{-}3m$ (angle trisection; $\Z_3$ deck $=$ triality); $m{=}\cos\psi/\Nfam$ and $S_{\mathrm{tot}}/S_{dS}{=}\tfrac43{-}\tfrac23\cos\tfrac{2\psi}3$ --- \emph{one} cosine of glue atoms; canonical curvature $(\tfrac23)^3{=}(|\Z_2|/\Nfam)^{\Nfam}$ (Koide constant to the family power); invariant slope $d\sigma/dm|_N{=}{-}\tfrac89{=}{-}\operatorname{rank}E_8/\Nfam^2$; bridge: flavor rate $(2/3)^{2\Nfam}$ vs gravity curvature $(2/3)^{\Nfam}$, missing $=$ one \emph{clock} \mE/\mC"
